account_id,district_id,district_name,region,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_string,segment,flag_hflv,flag_lfhv,flag_reactivation
3704,75,Prerov,north Moravia,0,369,408505.6,1,5,3,3.1,153,At Risk,,,
477,1,Hl.m. Praha,Prague,0,543,1231459.6,1,5,5,3.8,155,Potential Loyalists,,,
5891,54,Brno - mesto,south Moravia,0,464,1978251.2,1,5,5,3.8,155,Potential Loyalists,,,
1000,77,Vsetin,north Moravia,0,584,1813565.6,1,5,5,3.8,155,Potential Loyalists,,,
1750,1,Hl.m. Praha,Prague,0,490,1909061.6,1,5,5,3.8,155,Potential Loyalists,,,
2023,68,Frydek - Mistek,north Moravia,0,610,1736060.6,1,5,5,3.8,155,Potential Loyalists,,,
6473,12,Pribram,central Bohemia,0,473,2113273.4,1,5,5,3.8,155,Potential Loyalists,,,
1649,46,Nachod,east Bohemia,0,188,386071.6,1,3,3,2.4,133,Hibernating,,,
2670,13,Rakovnik,central Bohemia,0,432,1850187.6,1,5,5,3.8,155,Potential Loyalists,,,
1127,27,Plzen - jih,west Bohemia,0,412,1763683.6,1,5,5,3.8,155,Potential Loyalists,,,
163,30,Sokolov,west Bohemia,0,434,446489.6,1,5,3,3.1,153,At Risk,,,
2566,48,Rychnov nad Kneznou,east Bohemia,34,80,68700.0,1,1,1,1.0,111,Lost / Inactive,,,
9,70,Karvina,north Moravia,0,361,336278.2,1,5,3,3.1,153,At Risk,,,
1144,59,Kromeriz,south Moravia,0,349,220523.6,1,4,2,2.4,142,Hibernating,,,
2902,32,Ceska Lipa,north Bohemia,0,479,1529293.6,1,5,5,3.8,155,Potential Loyalists,,,
4296,63,Vyskov,south Moravia,0,355,1414983.6,1,5,5,3.8,155,Potential Loyalists,,,
443,64,Zlin,south Moravia,0,455,201561.6,1,5,2,2.75,152,At Risk,,,
3693,61,Trebic,south Moravia,0,416,1240715.6,1,5,5,3.8,155,Potential Loyalists,,,
2070,72,Olomouc,north Moravia,0,410,942135.6,1,5,4,3.45,154,At Risk,,,
1843,12,Pribram,central Bohemia,0,462,1228354.8,1,5,5,3.8,155,Potential Loyalists,,,
2714,1,Hl.m. Praha,Prague,0,361,498778.2,1,5,3,3.1,153,At Risk,,,
4078,40,Teplice,north Bohemia,0,321,1731363.6,1,4,5,3.45,145,At Risk,,,
1675,36,Liberec,north Bohemia,0,347,291283.6,1,4,2,2.4,142,Hibernating,,,
5868,44,Chrudim,east Bohemia,0,372,1709034.4,1,5,5,3.8,155,Potential Loyalists,,,
1805,1,Hl.m. Praha,Prague,0,386,1437954.6,1,5,5,3.8,155,Potential Loyalists,,,
2434,17,Pelhrimov,south Bohemia,0,360,388072.6,1,5,3,3.1,153,At Risk,,,
3007,16,Jindrichuv Hradec,south Bohemia,0,600,1696193.6,1,5,5,3.8,155,Potential Loyalists,,,
2574,68,Frydek - Mistek,north Moravia,0,419,1141699.6,1,5,5,3.8,155,Potential Loyalists,,,
862,64,Zlin,south Moravia,0,446,3087754.0,1,5,5,3.8,155,Potential Loyalists,,,
1132,1,Hl.m. Praha,Prague,0,414,3088880.0,1,5,5,3.8,155,Potential Loyalists,,,
4484,54,Brno - mesto,south Moravia,0,387,2111107.4,1,5,5,3.8,155,Potential Loyalists,,,
943,1,Hl.m. Praha,Prague,0,347,207761.6,1,4,2,2.4,142,Hibernating,,,
3514,7,Melnik,central Bohemia,0,351,222925.6,1,4,2,2.4,142,Hibernating,,,
3983,67,Bruntal,north Moravia,0,318,1090463.6,1,4,5,3.45,145,At Risk,,,
9265,1,Hl.m. Praha,Prague,0,643,2604776.9,1,5,5,3.8,155,Potential Loyalists,,,
465,32,Ceska Lipa,north Bohemia,0,370,1013605.6,1,5,4,3.45,154,At Risk,,,
982,54,Brno - mesto,south Moravia,0,599,440974.6,1,5,3,3.1,153,At Risk,,,
411,70,Karvina,north Moravia,0,416,1386697.6,1,5,5,3.8,155,Potential Loyalists,,,
890,14,Ceske Budejovice,south Bohemia,0,380,546515.6,1,5,3,3.1,153,At Risk,,,
627,63,Vyskov,south Moravia,0,426,1644511.6,1,5,5,3.8,155,Potential Loyalists,,,
2429,61,Trebic,south Moravia,0,476,1109059.0,1,5,5,3.8,155,Potential Loyalists,,,
3960,64,Zlin,south Moravia,0,336,317513.0,1,4,2,2.4,142,Hibernating,,,
2256,48,Rychnov nad Kneznou,east Bohemia,0,339,325345.6,1,4,3,2.75,143,At Risk,,,
8051,1,Hl.m. Praha,Prague,0,416,1601970.0,1,5,5,3.8,155,Potential Loyalists,,,
2647,73,Opava,north Moravia,0,427,977061.6,1,5,4,3.45,154,At Risk,,,
2241,6,Kutna Hora,central Bohemia,0,541,879389.0,1,5,4,3.45,154,At Risk,,,
5622,70,Karvina,north Moravia,0,565,2348897.8,1,5,5,3.8,155,Potential Loyalists,,,
2884,1,Hl.m. Praha,Prague,0,405,513727.6,1,5,3,3.1,153,At Risk,,,
1830,10,Praha - vychod,central Bohemia,0,360,869881.0,1,5,4,3.45,154,At Risk,,,
7753,74,Ostrava - mesto,north Moravia,0,500,2844837.8,1,5,5,3.8,155,Potential Loyalists,,,
244,24,Karlovy Vary,west Bohemia,0,547,319707.0,1,5,3,3.1,153,At Risk,,,
1477,1,Hl.m. Praha,Prague,0,345,207753.6,1,4,2,2.4,142,Hibernating,,,
4240,50,Svitavy,east Bohemia,23,362,1701049.0,1,5,5,3.8,155,Potential Loyalists,,,
1006,6,Kutna Hora,central Bohemia,0,613,298455.0,1,5,2,2.75,152,At Risk,,,
830,74,Ostrava - mesto,north Moravia,0,318,1223909.0,1,4,5,3.45,145,At Risk,,,
9188,45,Jicin,east Bohemia,0,605,922765.0,1,5,4,3.45,154,At Risk,,,
1965,57,Hodonin,south Moravia,0,441,2049506.0,1,5,5,3.8,155,Potential Loyalists,,,
1134,6,Kutna Hora,central Bohemia,0,454,904622.0,1,5,4,3.45,154,At Risk,,,
1601,10,Praha - vychod,central Bohemia,0,326,271143.0,1,4,2,2.4,142,Hibernating,,,
2861,38,Louny,north Bohemia,0,369,399457.0,1,5,3,3.1,153,At Risk,,,
813,16,Jindrichuv Hradec,south Bohemia,0,392,721772.0,1,5,4,3.45,154,At Risk,,,
2585,75,Prerov,north Moravia,0,338,1136264.1,1,4,5,3.45,145,At Risk,,,
2220,16,Jindrichuv Hradec,south Bohemia,0,361,421117.0,1,5,3,3.1,153,At Risk,,,
2763,64,Zlin,south Moravia,0,462,2758869.0,1,5,5,3.8,155,Potential Loyalists,,,
2342,51,Trutnov,east Bohemia,0,343,205043.0,1,4,2,2.4,142,Hibernating,,,
1944,72,Olomouc,north Moravia,0,411,1330734.0,1,5,5,3.8,155,Potential Loyalists,,,
1966,27,Plzen - jih,west Bohemia,0,423,1537677.6,1,5,5,3.8,155,Potential Loyalists,,,
1801,46,Nachod,east Bohemia,0,633,2057908.8,1,5,5,3.8,155,Potential Loyalists,,,
2543,68,Frydek - Mistek,north Moravia,0,378,365613.6,1,5,3,3.1,153,At Risk,,,
2293,31,Tachov,west Bohemia,0,354,436619.0,1,5,3,3.1,153,At Risk,,,
11013,1,Hl.m. Praha,Prague,0,571,2684264.0,1,5,5,3.8,155,Potential Loyalists,,,
2423,30,Sokolov,west Bohemia,0,419,379974.0,1,5,3,3.1,153,At Risk,,,
142,51,Trutnov,east Bohemia,0,349,303439.0,1,4,2,2.4,142,Hibernating,,,
3424,74,Ostrava - mesto,north Moravia,0,562,1726518.4,1,5,5,3.8,155,Potential Loyalists,,,
539,13,Rakovnik,central Bohemia,0,353,1779707.8,1,4,5,3.45,145,At Risk,,,
979,21,Tabor,south Bohemia,0,404,1329113.0,1,5,5,3.8,155,Potential Loyalists,,,
3554,66,Zdar nad Sazavou,south Moravia,0,425,479392.8,1,5,3,3.1,153,At Risk,,,
3545,51,Trutnov,east Bohemia,0,379,1494559.0,1,5,5,3.8,155,Potential Loyalists,,,
3047,16,Jindrichuv Hradec,south Bohemia,0,345,227175.0,1,4,2,2.4,142,Hibernating,,,
3374,21,Tabor,south Bohemia,0,369,1720349.9,1,5,5,3.8,155,Potential Loyalists,,,
96,68,Frydek - Mistek,north Moravia,0,661,2819611.0,1,5,5,3.8,155,Potential Loyalists,,,
461,30,Sokolov,west Bohemia,0,394,384519.0,1,5,3,3.1,153,At Risk,,,
3593,1,Hl.m. Praha,Prague,0,471,1163605.0,1,5,5,3.8,155,Potential Loyalists,,,
3026,24,Karlovy Vary,west Bohemia,0,383,1523153.0,1,5,5,3.8,155,Potential Loyalists,,,
1054,10,Praha - vychod,central Bohemia,0,403,739205.0,1,5,4,3.45,154,At Risk,,,
2433,71,Novy Jicin,north Moravia,0,352,287271.0,1,4,2,2.4,142,Hibernating,,,
3691,50,Svitavy,east Bohemia,0,349,438111.0,1,4,3,2.75,143,At Risk,,,
3787,70,Karvina,north Moravia,0,413,1526811.0,1,5,5,3.8,155,Potential Loyalists,,,
128,2,Benesov,central Bohemia,0,399,370078.2,1,5,3,3.1,153,At Risk,,,
3168,39,Most,north Bohemia,0,364,410041.0,1,5,3,3.1,153,At Risk,,,
4937,12,Pribram,central Bohemia,0,560,2238517.6,1,5,5,3.8,155,Potential Loyalists,,,
2124,69,Jesenik,north Moravia,0,476,1564886.0,1,5,5,3.8,155,Potential Loyalists,,,
322,1,Hl.m. Praha,Prague,0,399,1246659.0,1,5,5,3.8,155,Potential Loyalists,,,
4355,31,Tachov,west Bohemia,0,408,502142.8,1,5,3,3.1,153,At Risk,,,
1678,1,Hl.m. Praha,Prague,0,479,1704499.0,1,5,5,3.8,155,Potential Loyalists,,,
2396,2,Benesov,central Bohemia,0,318,277587.0,1,4,2,2.4,142,Hibernating,,,
1005,54,Brno - mesto,south Moravia,0,420,2314786.0,1,5,5,3.8,155,Potential Loyalists,,,
697,28,Plzen - sever,west Bohemia,0,399,1600029.0,1,5,5,3.8,155,Potential Loyalists,,,
925,59,Kromeriz,south Moravia,0,372,1365819.0,1,5,5,3.8,155,Potential Loyalists,,,
2110,64,Zlin,south Moravia,0,320,202609.0,1,4,2,2.4,142,Hibernating,,,
1366,60,Prostejov,south Moravia,0,534,623573.0,1,5,4,3.45,154,At Risk,,,
1050,57,Hodonin,south Moravia,0,421,1495845.0,1,5,5,3.8,155,Potential Loyalists,,,
3117,33,Decin,north Bohemia,0,333,361099.0,1,4,3,2.75,143,At Risk,,,
562,50,Svitavy,east Bohemia,0,441,606928.2,1,5,4,3.45,154,At Risk,,,
5369,54,Brno - mesto,south Moravia,0,358,486805.0,1,5,3,3.1,153,At Risk,,,
2242,7,Melnik,central Bohemia,0,426,2876120.0,1,5,5,3.8,155,Potential Loyalists,,,
197,1,Hl.m. Praha,Prague,0,374,1614253.0,1,5,5,3.8,155,Potential Loyalists,,,
496,69,Jesenik,north Moravia,0,401,486301.0,1,5,3,3.1,153,At Risk,,,
2,1,Hl.m. Praha,Prague,0,478,1336983.8,1,5,5,3.8,155,Potential Loyalists,,,
7401,1,Hl.m. Praha,Prague,0,478,1343483.8,1,5,5,3.8,155,Potential Loyalists,,,
2486,1,Hl.m. Praha,Prague,0,534,2660394.2,1,5,5,3.8,155,Potential Loyalists,,,
428,1,Hl.m. Praha,Prague,0,353,417104.0,1,4,3,2.75,143,At Risk,,,
3651,23,Cheb,west Bohemia,0,341,324097.0,1,4,3,2.75,143,At Risk,,,
1775,17,Pelhrimov,south Bohemia,0,377,470504.0,1,5,3,3.1,153,At Risk,,,
1688,70,Karvina,north Moravia,0,355,353514.0,1,5,3,3.1,153,At Risk,,,
361,51,Trutnov,east Bohemia,0,468,1777963.0,1,5,5,3.8,155,Potential Loyalists,,,
1829,43,Hradec Kralove,east Bohemia,0,370,571713.0,1,5,4,3.45,154,At Risk,,,
1575,1,Hl.m. Praha,Prague,0,349,353187.0,1,4,3,2.75,143,At Risk,,,
9203,70,Karvina,north Moravia,0,540,2846863.6,1,5,5,3.8,155,Potential Loyalists,,,
3008,72,Olomouc,north Moravia,0,388,431829.0,1,5,3,3.1,153,At Risk,,,
239,69,Jesenik,north Moravia,0,569,2024453.0,1,5,5,3.8,155,Potential Loyalists,,,
3302,21,Tabor,south Bohemia,0,545,255346.0,1,5,2,2.75,152,At Risk,,,
415,25,Klatovy,west Bohemia,0,391,994269.0,1,5,4,3.45,154,At Risk,,,
3513,20,Strakonice,south Bohemia,0,449,1391589.0,1,5,5,3.8,155,Potential Loyalists,,,
4134,7,Melnik,central Bohemia,0,430,2049254.2,1,5,5,3.8,155,Potential Loyalists,,,
1077,14,Ceske Budejovice,south Bohemia,0,372,460863.6,1,5,3,3.1,153,At Risk,,,
1713,43,Hradec Kralove,east Bohemia,0,317,445199.0,1,4,3,2.75,143,At Risk,,,
1378,59,Kromeriz,south Moravia,0,600,1778040.0,1,5,5,3.8,155,Potential Loyalists,,,
2503,1,Hl.m. Praha,Prague,0,370,707829.4,1,5,4,3.45,154,At Risk,,,
559,46,Nachod,east Bohemia,0,362,376504.0,1,5,3,3.1,153,At Risk,,,
6555,38,Louny,north Bohemia,0,438,1887380.0,1,5,5,3.8,155,Potential Loyalists,,,
744,42,Havlickuv Brod,east Bohemia,0,364,368734.0,1,5,3,3.1,153,At Risk,,,
882,9,Nymburk,central Bohemia,0,386,819659.0,1,5,4,3.45,154,At Risk,,,
86,54,Brno - mesto,south Moravia,0,410,211459.0,1,5,2,2.75,152,At Risk,,,
1126,56,Breclav,south Moravia,0,396,409549.4,1,5,3,3.1,153,At Risk,,,
2666,49,Semily,east Bohemia,0,402,190679.0,1,5,2,2.75,152,At Risk,,,
944,70,Karvina,north Moravia,0,410,1253094.0,1,5,5,3.8,155,Potential Loyalists,,,
1545,1,Hl.m. Praha,Prague,0,429,1478850.8,1,5,5,3.8,155,Potential Loyalists,,,
2453,1,Hl.m. Praha,Prague,0,315,207679.0,1,4,2,2.4,142,Hibernating,,,
3734,43,Hradec Kralove,east Bohemia,0,340,427913.7,1,4,3,2.75,143,At Risk,,,
3935,23,Cheb,west Bohemia,0,602,1336356.4,1,5,5,3.8,155,Potential Loyalists,,,
396,21,Tabor,south Bohemia,0,596,1707024.4,1,5,5,3.8,155,Potential Loyalists,,,
2694,7,Melnik,central Bohemia,0,473,1331893.0,1,5,5,3.8,155,Potential Loyalists,,,
4596,74,Ostrava - mesto,north Moravia,0,344,1309584.6,1,4,5,3.45,145,At Risk,,,
2489,72,Olomouc,north Moravia,0,349,383239.0,1,4,3,2.75,143,At Risk,,,
2895,19,Prachatice,south Bohemia,0,406,1337239.0,1,5,5,3.8,155,Potential Loyalists,,,
317,76,Sumperk,north Moravia,0,361,383869.0,1,5,3,3.1,153,At Risk,,,
2555,53,Blansko,south Moravia,0,472,1398814.0,1,5,5,3.8,155,Potential Loyalists,,,
494,60,Prostejov,south Moravia,0,471,1784696.0,1,5,5,3.8,155,Potential Loyalists,,,
2219,60,Prostejov,south Moravia,0,488,3042849.0,1,5,5,3.8,155,Potential Loyalists,,,
2581,72,Olomouc,north Moravia,0,415,1419954.0,1,5,5,3.8,155,Potential Loyalists,,,
112,6,Kutna Hora,central Bohemia,0,356,416444.0,1,5,3,3.1,153,At Risk,,,
3674,38,Louny,north Bohemia,0,570,3020650.8,1,5,5,3.8,155,Potential Loyalists,,,
2039,44,Chrudim,east Bohemia,26,226,432125.6,1,3,3,2.4,133,Hibernating,,,
2712,9,Nymburk,central Bohemia,0,359,444948.4,1,5,3,3.1,153,At Risk,,,
395,1,Hl.m. Praha,Prague,0,445,1643469.4,1,5,5,3.8,155,Potential Loyalists,,,
2974,9,Nymburk,central Bohemia,0,346,347938.4,1,4,3,2.75,143,At Risk,,,
123,21,Tabor,south Bohemia,0,334,315524.4,1,4,2,2.4,142,Hibernating,,,
9640,1,Hl.m. Praha,Prague,0,530,1528516.5,1,5,5,3.8,155,Potential Loyalists,,,
3108,53,Blansko,south Moravia,0,391,200892.4,1,5,2,2.75,152,At Risk,,,
2508,34,Chomutov,north Bohemia,0,334,283499.4,1,4,2,2.4,142,Hibernating,,,
2458,40,Teplice,north Bohemia,0,332,1580220.0,1,4,5,3.45,145,At Risk,,,
588,66,Zdar nad Sazavou,south Moravia,0,508,588631.4,1,5,4,3.45,154,At Risk,,,
7231,10,Praha - vychod,central Bohemia,0,423,2345391.6,1,5,5,3.8,155,Potential Loyalists,,,
6701,49,Semily,east Bohemia,0,479,2821687.2,1,5,5,3.8,155,Potential Loyalists,,,
3883,72,Olomouc,north Moravia,0,438,454778.2,1,5,3,3.1,153,At Risk,,,
222,37,Litomerice,north Bohemia,0,357,2204134.4,1,5,5,3.8,155,Potential Loyalists,,,
2497,65,Znojmo,south Moravia,0,354,451064.4,1,5,3,3.1,153,At Risk,,,
1372,1,Hl.m. Praha,Prague,0,389,570949.0,1,5,4,3.45,154,At Risk,,,
3835,50,Svitavy,east Bohemia,0,445,1061410.4,1,5,5,3.8,155,Potential Loyalists,,,
7445,64,Zlin,south Moravia,0,539,1737613.2,1,5,5,3.8,155,Potential Loyalists,,,
2527,38,Louny,north Bohemia,0,480,2523047.6,1,5,5,3.8,155,Potential Loyalists,,,
425,9,Nymburk,central Bohemia,0,528,502740.4,1,5,3,3.1,153,At Risk,,,
860,1,Hl.m. Praha,Prague,0,397,981838.4,1,5,4,3.45,154,At Risk,,,
6034,6,Kutna Hora,central Bohemia,0,441,1755773.9,1,5,5,3.8,155,Potential Loyalists,,,
11065,11,Praha - zapad,central Bohemia,0,403,868439.4,1,5,4,3.45,154,At Risk,,,
9883,1,Hl.m. Praha,Prague,0,489,1901208.6,1,5,5,3.8,155,Potential Loyalists,,,
115,68,Frydek - Mistek,north Moravia,0,376,600984.4,1,5,4,3.45,154,At Risk,,,
1189,59,Kromeriz,south Moravia,0,404,212436.4,1,5,2,2.75,152,At Risk,,,
3675,64,Zlin,south Moravia,0,435,3067370.4,1,5,5,3.8,155,Potential Loyalists,,,
3069,66,Zdar nad Sazavou,south Moravia,0,412,1670894.4,1,5,5,3.8,155,Potential Loyalists,,,
2762,19,Prachatice,south Bohemia,0,634,3301762.2,1,5,5,3.8,155,Potential Loyalists,,,
892,70,Karvina,north Moravia,0,416,380480.4,1,5,3,3.1,153,At Risk,,,
1535,46,Nachod,east Bohemia,0,403,439902.4,1,5,3,3.1,153,At Risk,,,
2618,60,Prostejov,south Moravia,0,351,428816.4,1,4,3,2.75,143,At Risk,,,
2651,2,Benesov,central Bohemia,0,416,2274902.4,1,5,5,3.8,155,Potential Loyalists,,,
5442,34,Chomutov,north Bohemia,0,530,2030428.0,1,5,5,3.8,155,Potential Loyalists,,,
1787,30,Sokolov,west Bohemia,0,403,1861992.6,1,5,5,3.8,155,Potential Loyalists,,,
1397,17,Pelhrimov,south Bohemia,0,403,1281850.4,1,5,5,3.8,155,Potential Loyalists,,,
3785,10,Praha - vychod,central Bohemia,0,423,1921364.4,1,5,5,3.8,155,Potential Loyalists,,,
623,1,Hl.m. Praha,Prague,0,404,203294.4,1,5,2,2.75,152,At Risk,,,
8260,31,Tachov,west Bohemia,0,425,2617045.6,1,5,5,3.8,155,Potential Loyalists,,,
3678,1,Hl.m. Praha,Prague,0,414,803237.6,1,5,4,3.45,154,At Risk,,,
3001,1,Hl.m. Praha,Prague,0,433,503113.6,1,5,3,3.1,153,At Risk,,,
655,53,Blansko,south Moravia,0,606,1730285.4,1,5,5,3.8,155,Potential Loyalists,,,
4093,1,Hl.m. Praha,Prague,0,316,395949.0,1,4,3,2.75,143,At Risk,,,
3260,68,Frydek - Mistek,north Moravia,0,563,2679579.0,1,5,5,3.8,155,Potential Loyalists,,,
2528,65,Znojmo,south Moravia,0,324,273544.4,1,4,2,2.4,142,Hibernating,,,
2011,75,Prerov,north Moravia,0,446,190154.4,1,5,2,2.75,152,At Risk,,,
1721,68,Frydek - Mistek,north Moravia,37,69,42700.0,1,1,1,1.0,111,Lost / Inactive,,,
1332,59,Kromeriz,south Moravia,0,407,1605794.4,1,5,5,3.8,155,Potential Loyalists,,,
1402,74,Ostrava - mesto,north Moravia,0,589,689115.4,1,5,4,3.45,154,At Risk,,,
3283,68,Frydek - Mistek,north Moravia,0,364,1374714.4,1,5,5,3.8,155,Potential Loyalists,,,
3781,31,Tachov,west Bohemia,0,375,1731878.4,1,5,5,3.8,155,Potential Loyalists,,,
